From Date,Station Name,Latitude,Longitude,PM2.5,AT,RH,WS,Sin_WD,Cos_WD,sin_hour,cos_hour,sin_month,cos_month,Season_Winter,Season_Spring,Season_Summer,Season_Monsoon,city
2023-01-01 00:00:00,IIT Guwahati,26.1917953,91.6957223,262.5,10.844639755398031,95.85333333333334,0.3466666666666667,0.0700847207983695,0.9975410427198546,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 03:00:00,IIT Guwahati,26.1917953,91.6957223,351.6666666666667,10.037750727493716,96.59,0.1933333333333333,0.0440314079331709,0.9990301472505336,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 06:00:00,IIT Guwahati,26.1917953,91.6957223,268.8333333333333,12.130474263492802,95.67333333333332,0.2766666666666666,0.035258249417958,0.9993782346279017,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 09:00:00,IIT Guwahati,26.1917953,91.6957223,163.5,19.354039356155468,65.07666666666667,0.8133333333333334,0.0361268706052479,0.9993472115437516,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 12:00:00,IIT Guwahati,26.1917953,91.6957223,64.73333333333333,22.85261962840613,58.04666666666666,0.9233333333333332,0.0345326867438679,0.9994035689081012,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 15:00:00,IIT Guwahati,26.1917953,91.6957223,65.03333333333333,20.186111621565967,73.35666666666667,0.3933333333333333,0.0384576017395881,0.9992602328064693,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 18:00:00,IIT Guwahati,26.1917953,91.6957223,80.93333333333334,14.4204486033627,89.03666666666668,0.1433333333333333,0.0439766299095752,0.9990325600408608,-1.0,-1.8369701987210297e-16,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-01 21:00:00,IIT Guwahati,26.1917953,91.6957223,187.23333333333332,12.218686793658534,93.95333333333332,0.24,0.055052060477867,0.9984834854103204,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 00:00:00,IIT Guwahati,26.1917953,91.6957223,189.5,10.6880291080374,95.25333333333332,0.2433333333333333,0.0539215809658832,0.9985451732926957,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 03:00:00,IIT Guwahati,26.1917953,91.6957223,154.46666666666667,9.657974804718007,96.61333333333334,0.2333333333333333,0.0475916879794829,0.9988668736299464,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 06:00:00,IIT Guwahati,26.1917953,91.6957223,128.26666666666665,10.720815078375113,96.42333333333332,0.8966666666666668,0.0303961359222158,0.9995379307064832,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 09:00:00,IIT Guwahati,26.1917953,91.6957223,108.56666666666666,17.877751994566268,76.69,1.23,0.028964049965652,0.9995804538953268,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 12:00:00,IIT Guwahati,26.1917953,91.6957223,74.16666666666667,22.9025396649566,59.82333333333333,1.4366666666666663,0.0286382445408433,0.9995898413597544,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 15:00:00,IIT Guwahati,26.1917953,91.6957223,47.93333333333334,20.474168923878533,70.72,0.34,0.042626411687691,0.9990910814468476,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 18:00:00,IIT Guwahati,26.1917953,91.6957223,77.56666666666666,14.763527500295766,86.00333333333333,0.1533333333333333,0.0465419226296433,0.9989163375568229,-1.0,-1.8369701987210297e-16,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-02 21:00:00,IIT Guwahati,26.1917953,91.6957223,172.23333333333335,12.372591434130968,93.41666666666669,0.2266666666666666,0.0533629058421994,0.9985751850912762,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-03 00:00:00,IIT Guwahati,26.1917953,91.6957223,148.4,10.6869249839544,95.21666666666664,0.26,0.0598144905873155,0.9982095104314423,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
2023-01-03 03:00:00,IIT Guwahati,26.1917953,91.6957223,183.6,9.538949361077984,96.22333333333334,0.1833333333333333,0.0499161969857207,0.9987534096454854,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Guwahati
