From Date,Station Name,Latitude,Longitude,PM2.5,AT,RH,WS,Sin_WD,Cos_WD,sin_hour,cos_hour,sin_month,cos_month,Season_Winter,Season_Spring,Season_Summer,Season_Monsoon,city
2023-01-01 00:00:00,Ballygunge,22.5367507,88.3638022,141.91666666666666,19.03333333333333,99.47,0.79,0.0009129447424006,0.9999995832658618,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 03:00:00,Ballygunge,22.5367507,88.3638022,126.16333333333334,18.596666666666668,99.48,1.47,0.0008428191196748,0.9999996448279028,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 06:00:00,Ballygunge,22.5367507,88.3638022,109.79,18.843333333333334,99.46666666666664,1.9766666666666663,0.0007978940597015,0.999999681682484,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 09:00:00,Ballygunge,22.5367507,88.3638022,106.86,21.58333333333333,94.57666666666668,1.7233333333333334,0.0007894407050386,0.999999688391638,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 12:00:00,Ballygunge,22.5367507,88.3638022,94.21999999999998,24.25666666666667,74.63666666666667,1.35,0.0008296871792392,0.9999996558095332,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 15:00:00,Ballygunge,22.5367507,88.3638022,79.88333333333334,23.040000000000003,81.02,1.1033333333333333,0.0009064939650564,0.9999995891342612,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 18:00:00,Ballygunge,22.5367507,88.3638022,103.59,20.98,94.33,0.4666666666666667,0.0013087636483485,0.9999991435684896,-1.0,-1.8369701987210297e-16,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-01 21:00:00,Ballygunge,22.5367507,88.3638022,115.95,19.84,97.31333333333332,1.0033333333333332,0.001013215336836,0.9999994866972088,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 00:00:00,Ballygunge,22.5367507,88.3638022,108.46666666666664,18.73,99.14,0.4866666666666666,0.001271405865514,0.999999191763236,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 03:00:00,Ballygunge,22.5367507,88.3638022,96.04,18.046666666666667,99.28666666666668,0.4266666666666667,0.0013653319763573,0.9999990679338628,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 06:00:00,Ballygunge,22.5367507,88.3638022,89.71,18.32333333333333,99.41333333333334,0.48,0.001439179157353,0.9999989643811402,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 09:00:00,Ballygunge,22.5367507,88.3638022,85.47666666666667,22.26333333333333,69.77,0.7333333333333333,0.0008384595281292,0.999999648492748,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 12:00:00,Ballygunge,22.5367507,88.3638022,79.68666666666667,24.26,47.96,1.02,0.0012188249603992,0.999999257232582,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 15:00:00,Ballygunge,22.5367507,88.3638022,77.17666666666666,22.816666666666663,55.376666666666665,0.4166666666666667,0.0013062471374174,0.999999146858844,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 18:00:00,Ballygunge,22.5367507,88.3638022,87.56666666666666,20.226666666666667,72.39999999999999,0.2966666666666667,0.0013896641537071,0.9999990344163038,-1.0,-1.8369701987210297e-16,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-02 21:00:00,Ballygunge,22.5367507,88.3638022,95.12333333333332,19.426666666666662,88.73,0.73,0.0014419969402042,0.9999989603218716,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 00:00:00,Ballygunge,22.5367507,88.3638022,88.98333333333333,18.006666666666664,99.19666666666669,0.81,0.0015387585329042,0.999998816110388,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 03:00:00,Ballygunge,22.5367507,88.3638022,97.34,16.676666666666666,99.48,1.0366666666666668,0.000744604252753,0.9999997227822148,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 06:00:00,Ballygunge,22.5367507,88.3638022,118.06,15.943333333333332,99.48,1.38,0.0016417050540604,0.9999986524013498,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 09:00:00,Ballygunge,22.5367507,88.3638022,131.43333333333334,19.06,99.29666666666668,1.28,0.0016155475302353,0.9999986950022371,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 12:00:00,Ballygunge,22.5367507,88.3638022,122.22963371816476,20.89,89.82333333333334,1.7,0.0012049487047908,0.999999274049046,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 15:00:00,Ballygunge,22.5367507,88.3638022,101.00333333333332,20.34,79.31333333333333,0.9166666666666666,0.0017215067609899,0.999998518206138,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 18:00:00,Ballygunge,22.5367507,88.3638022,114.98333333333332,17.333333333333332,99.35,0.5533333333333333,0.0012920341670742,0.9999991653235072,-1.0,-1.8369701987210297e-16,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-03 21:00:00,Ballygunge,22.5367507,88.3638022,111.44333333333331,15.79,99.48333333333332,0.5333333333333333,0.0015074793748914,0.9999988637523216,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-04 00:00:00,Ballygunge,22.5367507,88.3638022,93.57666666666668,14.566666666666668,99.48666666666666,0.94,0.0013213462028794,0.999999127021725,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-04 03:00:00,Ballygunge,22.5367507,88.3638022,81.39999999999999,14.65,99.48333333333332,0.7399999999999999,0.0014351385630558,0.999998970188122,0.7071067811865476,0.7071067811865476,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
2023-01-04 06:00:00,Ballygunge,22.5367507,88.3638022,82.42666666666666,15.366666666666667,99.48333333333332,0.9833333333333334,0.0017795105264638,0.9999984166698896,1.0,6.123233995736766e-17,0.0,1.0,1.0,0.0,0.0,0.0,Kolkata
