From Date,To Date,Station Name,Latitude,Longitude,AT,NH3,NOx,O3,PM2.5,PM10,RH,WD,WS,Sin_WD,Cos_WD,Season_Monsoon,Season_Spring,Season_Summer,Season_Winter
2023-01-01 00:00:00,2023-01-01 03:00:00,IIT Guwahati,26.1917953,91.6957223,10.844639755398033,20.986666666666668,33.53666666666666,14.737403590583009,262.5,332.8,95.85333333333334,0.07014222247148681,0.3466666666666667,0.07008472079836957,0.9975410427198546,False,False,False,True
2023-01-01 03:00:00,2023-01-01 06:00:00,IIT Guwahati,26.1917953,91.6957223,10.037750727493716,20.603333333333335,51.593333333333334,13.059432164298224,351.6666666666667,431.09999999999997,96.58999999999999,0.04404564811835948,0.19333333333333336,0.04403140793317097,0.9990301472505335,False,False,False,True
2023-01-01 06:00:00,2023-01-01 09:00:00,IIT Guwahati,26.1917953,91.6957223,12.130474263492802,21.150000000000002,32.47666666666667,14.460926281554775,268.8333333333333,324.3666666666667,95.67333333333333,0.03526555868870725,0.27666666666666667,0.035258249417958076,0.9993782346279015,False,False,False,True
2023-01-01 09:00:00,2023-01-01 12:00:00,IIT Guwahati,26.1917953,91.6957223,19.354039356155468,21.433333333333334,6.466666666666668,0.32,163.5,193.66666666666666,65.07666666666667,0.03613473372649866,0.8133333333333334,0.036126870605247954,0.9993472115437515,False,False,False,True
2023-01-01 12:00:00,2023-01-01 15:00:00,IIT Guwahati,26.1917953,91.6957223,22.85261962840613,20.959999999999997,2.4133333333333336,1.26,64.73333333333333,80.16666666666667,58.04666666666666,0.0345395538382156,0.9233333333333333,0.03453268674386797,0.9994035689081012,False,False,False,True
2023-01-01 15:00:00,2023-01-01 18:00:00,IIT Guwahati,26.1917953,91.6957223,20.186111621565967,20.993333333333336,2.6966666666666668,17.960200946261814,65.03333333333333,90.0,73.35666666666667,0.03846708777066556,0.3933333333333333,0.038457601739588114,0.9992602328064693,False,False,False,True
2023-01-01 18:00:00,2023-01-01 21:00:00,IIT Guwahati,26.1917953,91.6957223,14.4204486033627,21.22,4.916666666666667,12.925002258921774,80.93333333333334,108.43333333333334,89.03666666666668,0.04399081698279788,0.14333333333333334,0.04397662990957521,0.9990325600408608,False,False,False,True
2023-01-01 21:00:00,2023-01-02 00:00:00,IIT Guwahati,26.1917953,91.6957223,12.218686793658534,21.44333333333333,17.44333333333333,13.90218979900465,187.23333333333335,239.39999999999998,93.95333333333333,0.05507990645443336,0.24,0.05505206047786707,0.9984834854103203,False,False,False,True
2023-01-02 00:00:00,2023-01-02 03:00:00,IIT Guwahati,26.1917953,91.6957223,10.6880291080374,21.13,13.106666666666667,14.417667500744011,189.5,246.63333333333333,95.25333333333333,0.05394774504422609,0.24333333333333332,0.053921580965883245,0.9985451732926957,False,False,False,True
2023-01-02 03:00:00,2023-01-02 06:00:00,IIT Guwahati,26.1917953,91.6957223,9.657974804718007,21.099999999999998,9.333333333333334,14.696964430522629,154.46666666666667,199.0,96.61333333333334,0.04760967192986398,0.2333333333333333,0.047591687979482995,0.9988668736299465,False,False,False,True
2023-01-02 06:00:00,2023-01-02 09:00:00,IIT Guwahati,26.1917953,91.6957223,10.720815078375113,21.113333333333333,6.613333333333333,13.822049799543885,128.26666666666665,176.0666666666667,96.42333333333333,0.030400818494713516,0.8966666666666668,0.03039613592221583,0.9995379307064831,False,False,False,True
2023-01-02 09:00:00,2023-01-02 12:00:00,IIT Guwahati,26.1917953,91.6957223,17.877751994566268,21.036666666666665,3.6199999999999997,6.780134775764659,108.56666666666666,137.46666666666667,76.69,0.0289681012303167,1.23,0.028964049965652074,0.9995804538953267,False,False,False,True
2023-01-02 12:00:00,2023-01-02 15:00:00,IIT Guwahati,26.1917953,91.6957223,22.902539664956596,20.963333333333335,2.4433333333333334,2.973333333333333,74.16666666666667,89.63333333333333,59.82333333333333,0.028642160591144918,1.4366666666666665,0.028638244540843343,0.9995898413597544,False,False,False,True
2023-01-02 15:00:00,2023-01-02 18:00:00,IIT Guwahati,26.1917953,91.6957223,20.474168923878533,21.080000000000002,3.9233333333333333,14.225584019879634,47.93333333333334,85.33333333333333,70.72,0.04263933103034418,0.34,0.042626411687691,0.9990910814468477,False,False,False,True
2023-01-02 18:00:00,2023-01-02 21:00:00,IIT Guwahati,26.1917953,91.6957223,14.763527500295766,21.650000000000002,12.846666666666666,12.096563549618532,77.56666666666666,132.16666666666666,86.00333333333333,0.04655874183159983,0.15333333333333335,0.04654192262964338,0.9989163375568227,False,False,False,True
2023-01-02 21:00:00,2023-01-03 00:00:00,IIT Guwahati,26.1917953,91.6957223,12.372591434130968,21.133333333333336,35.306666666666665,14.90577506690213,172.23333333333335,250.0,93.41666666666667,0.05338826438321784,0.22666666666666668,0.053362905842199417,0.9985751850912762,False,False,False,True
2023-01-03 00:00:00,2023-01-03 03:00:00,IIT Guwahati,26.1917953,91.6957223,10.6869249839544,21.063333333333333,24.76,14.537492719006615,148.4,221.0666666666667,95.21666666666665,0.05985021524829321,0.26,0.05981449058731551,0.9982095104314425,False,False,False,True
2023-01-03 03:00:00,2023-01-03 06:00:00,IIT Guwahati,26.1917953,91.6957223,9.538949361077984,20.55333333333333,42.86000000000001,15.082537518232131,183.6,253.76666666666665,96.22333333333334,0.04993694901703442,0.18333333333333335,0.049916196985720765,0.9987534096454854,False,False,False,True
2023-01-03 06:00:00,2023-01-03 09:00:00,IIT Guwahati,26.1917953,91.6957223,12.031002381390872,21.113333333333333,30.063333333333333,12.587720316386166,118.23333333333333,174.5,92.41666666666667,0.04654249556921121,0.28,0.0465256939665777,0.9989170935572823,False,False,False,True
2023-01-03 09:00:00,2023-01-03 12:00:00,IIT Guwahati,26.1917953,91.6957223,20.342784703265167,21.459999999999997,6.773333333333333,0.7999999999999999,125.60000000000001,172.0666666666667,63.74333333333333,0.033968903871815156,0.7533333333333333,0.03396237153916701,0.9994231122599855,False,False,False,True
2023-01-03 12:00:00,2023-01-03 15:00:00,IIT Guwahati,26.1917953,91.6957223,24.5806769307187,20.893333333333334,2.3266666666666667,2.3333333333333335,62.96666666666667,84.43333333333334,53.01666666666667,0.02910619446062001,1.2299999999999998,0.029102084982871358,0.9995764446252471,False,False,False,True
2023-01-03 15:00:00,2023-01-03 18:00:00,IIT Guwahati,26.1917953,91.6957223,21.1157323164885,21.136666666666667,4.2299999999999995,14.486444128872114,52.0,83.06666666666666,70.64999999999999,0.05022836634863038,0.31,0.05020724891561937,0.9987388207916648,False,False,False,True
2023-01-03 18:00:00,2023-01-03 21:00:00,IIT Guwahati,26.1917953,91.6957223,14.415911937399267,21.7,18.683333333333334,13.008955407458506,80.03333333333333,133.53333333333333,86.89333333333333,0.05186416189288501,0.17,0.05184091352700427,0.9986553558083417,False,False,False,True
2023-01-03 21:00:00,2023-01-04 00:00:00,IIT Guwahati,26.1917953,91.6957223,12.217781086669701,21.213333333333335,32.98666666666667,14.550758771599066,167.0,238.4,92.71666666666665,0.0513280352340604,0.18000000000000002,0.05130550034306299,0.998683005580123,False,False,False,True
2023-01-04 00:00:00,2023-01-04 03:00:00,IIT Guwahati,26.1917953,91.6957223,10.3101095044671,20.703333333333333,53.35333333333333,13.378268126950552,170.4333333333333,259.90000000000003,95.38666666666666,0.049869933184681345,0.19333333333333336,0.04984926458261814,0.9987567525782102,False,False,False,True
2023-01-04 03:00:00,2023-01-04 06:00:00,IIT Guwahati,26.1917953,91.6957223,9.487670764044212,20.28,79.18666666666667,14.530449070747474,254.80000000000004,363.23333333333335,96.67333333333333,0.057667123739821795,0.22666666666666668,0.05763516707783295,0.9983377121575195,False,False,False,True
2023-01-04 06:00:00,2023-01-04 09:00:00,IIT Guwahati,26.1917953,91.6957223,12.342032957056917,20.66,67.10333333333334,13.014087829056358,281.09999999999997,392.26666666666665,93.90666666666668,0.04291348670815222,0.22999999999999998,0.04290031657495682,0.9990793576276954,False,False,False,True
2023-01-04 09:00:00,2023-01-04 12:00:00,IIT Guwahati,26.1917953,91.6957223,20.915801165859666,21.900000000000002,15.76,7.83380018297159,159.76666666666665,224.6,61.36666666666667,0.044318788404768224,0.5933333333333333,0.044304281667833796,0.9990180832326796,False,False,False,True
2023-01-04 12:00:00,2023-01-04 15:00:00,IIT Guwahati,26.1917953,91.6957223,24.470931367118965,21.013333333333332,2.956666666666667,3.5766666666666667,84.86666666666666,116.53333333333335,55.46666666666667,0.027828832080314406,1.3,0.027825240241216402,0.9996128030420172,False,False,False,True
2023-01-04 15:00:00,2023-01-04 18:00:00,IIT Guwahati,26.1917953,91.6957223,21.6675005412252,21.040000000000003,3.546666666666667,19.11190927147198,48.46666666666667,84.46666666666665,70.10000000000001,0.03919106183835864,0.4466666666666666,0.039181030093266504,0.9992321286271927,False,False,False,True
2023-01-04 18:00:00,2023-01-04 21:00:00,IIT Guwahati,26.1917953,91.6957223,14.9560846943633,21.570000000000004,10.1,13.86422242427256,76.4,135.73333333333335,87.27999999999999,0.04348616745735123,0.14666666666666667,0.043472463023854865,0.999054625612954,False,False,False,True
2023-01-04 21:00:00,2023-01-05 00:00:00,IIT Guwahati,26.1917953,91.6957223,12.826513603714298,21.55333333333333,23.319999999999997,12.586511119687307,136.29999999999998,202.76666666666665,91.53333333333335,0.052772937195248684,0.5233333333333333,0.052748445318023286,0.9986078316919668,False,False,False,True
2023-01-05 00:00:00,2023-01-05 03:00:00,IIT Guwahati,26.1917953,91.6957223,11.651852069073634,21.986666666666668,15.5,13.495844022582576,147.70000000000002,211.0,90.83,0.05471842711628646,0.6533333333333333,0.05469112573951832,0.9985033203576963,False,False,False,True
2023-01-05 03:00:00,2023-01-05 06:00:00,IIT Guwahati,26.1917953,91.6957223,10.07292113493488,21.080000000000002,6.116666666666667,13.761465516267558,115.10000000000001,146.86666666666667,95.26333333333334,0.04880580299822644,0.29,0.04878642934987704,0.9988092331928502,False,False,False,True
2023-01-05 06:00:00,2023-01-05 09:00:00,IIT Guwahati,26.1917953,91.6957223,12.838264299340102,21.366666666666664,19.959999999999997,14.511473976924114,109.86666666666667,172.36666666666667,91.98666666666668,0.02708455018463555,0.49333333333333335,0.0270812388909407,0.9996332359921472,False,False,False,True
2023-01-05 09:00:00,2023-01-05 12:00:00,IIT Guwahati,26.1917953,91.6957223,20.97549540919917,21.416666666666668,6.173333333333333,1.74,135.56666666666666,179.26666666666665,65.33999999999999,0.030182509343866376,1.1133333333333333,0.030177926922734074,0.9995445426426208,False,False,False,True
2023-01-05 12:00:00,2023-01-05 15:00:00,IIT Guwahati,26.1917953,91.6957223,25.833822961036265,21.01,3.3666666666666667,25.09,74.06666666666666,117.83333333333333,54.21333333333333,0.025830541806513597,1.86,0.025827669473376794,0.9996664101036775,False,False,False,True
2023-01-05 15:00:00,2023-01-05 18:00:00,IIT Guwahati,26.1917953,91.6957223,22.470833874558533,21.036666666666665,3.8066666666666666,7.283333333333334,34.53333333333333,77.96666666666665,66.81666666666666,0.04112030549700779,0.6466666666666666,0.0411087182295861,0.9991546793592674,False,False,False,True
2023-01-05 18:00:00,2023-01-05 21:00:00,IIT Guwahati,26.1917953,91.6957223,15.303012212462733,21.49,8.27,3.2399999999999998,56.46666666666667,106.83333333333333,85.75333333333333,0.049043404585660096,0.19666666666666668,0.049023746629887024,0.9987976132662556,False,False,False,True
2023-01-05 21:00:00,2023-01-06 00:00:00,IIT Guwahati,26.1917953,91.6957223,12.8583955830498,21.343333333333334,9.773333333333333,2.75,93.26666666666667,137.5666666666667,90.92,0.05022836634863038,0.22666666666666668,0.05020724891561937,0.9987388207916648,False,False,False,True
2023-01-06 00:00:00,2023-01-06 03:00:00,IIT Guwahati,26.1917953,91.6957223,10.521474479982912,21.036666666666665,37.199999999999996,2.766666666666667,150.26666666666665,230.5666666666667,95.38,0.05586581939748306,0.2733333333333333,0.05583676448998705,0.9984399109266865,False,False,False,True
2023-01-06 03:00:00,2023-01-06 06:00:00,IIT Guwahati,26.1917953,91.6957223,9.560352826788941,20.576666666666668,44.35333333333333,2.676666666666667,128.33333333333334,201.53333333333333,96.41000000000001,0.045756582626161495,0.15666666666666668,0.04574061780602455,0.9989533502034633,False,False,False,True
2023-01-06 06:00:00,2023-01-06 09:00:00,IIT Guwahati,26.1917953,91.6957223,12.202908304869808,21.173333333333332,45.093333333333334,2.8966666666666665,153.20000000000002,243.26666666666665,91.98,0.0333545920752453,0.5733333333333334,0.03334840776181448,0.9994437871635161,False,False,False,True
2023-01-06 09:00:00,2023-01-06 12:00:00,IIT Guwahati,26.1917953,91.6957223,21.691435540873567,21.66,9.14,7.1499999999999995,140.13333333333333,204.20000000000002,62.97666666666667,0.02910010211222427,0.9466666666666667,0.029095995214382477,0.9995766219067374,False,False,False,True
2023-01-06 12:00:00,2023-01-06 15:00:00,IIT Guwahati,26.1917953,91.6957223,25.325015179587997,20.956666666666667,2.8266666666666667,13.736666666666666,65.89999999999999,102.7,53.01666666666667,0.026598177704376107,1.873333333333333,0.02659504161062593,0.9996462893252438,False,False,False,True
2023-01-06 15:00:00,2023-01-06 18:00:00,IIT Guwahati,26.1917953,91.6957223,22.651821260983567,21.086666666666666,4.213333333333334,10.476666666666667,33.766666666666666,80.63333333333333,64.68333333333334,0.038207147572447565,1.0066666666666666,0.03819785254025714,0.9992701957235154,False,False,False,True
2023-01-06 18:00:00,2023-01-06 21:00:00,IIT Guwahati,26.1917953,91.6957223,14.710338280737233,21.47,9.5,2.9499999999999997,42.9,93.2,84.50666666666666,0.04785235047429406,0.17,0.04783409013466995,0.9988552947354228,False,False,False,True
2023-01-06 21:00:00,2023-01-07 00:00:00,IIT Guwahati,26.1917953,91.6957223,12.2164960746034,21.349999999999998,19.0,2.75,110.23333333333333,167.36666666666667,92.22333333333334,0.03650027463024272,0.18333333333333335,0.036492170466335516,0.9993339389286525,False,False,False,True
2023-01-07 00:00:00,2023-01-07 03:00:00,IIT Guwahati,26.1917953,91.6957223,10.8830956078856,20.8,49.366666666666674,2.783333333333333,144.66666666666666,224.5,95.31,0.05342786464779011,0.21,0.05340244964187266,0.9985730711231138,False,False,False,True
2023-01-07 03:00:00,2023-01-07 06:00:00,IIT Guwahati,26.1917953,91.6957223,9.34367974508975,20.646666666666665,47.56333333333333,2.7900000000000005,147.20000000000002,223.6,96.60000000000001,0.053438018561783,0.22333333333333336,0.05341258906419933,0.9985725288277557,False,False,False,True
2023-01-07 06:00:00,2023-01-07 09:00:00,IIT Guwahati,26.1917953,91.6957223,12.596049636141524,21.093333333333334,32.919999999999995,2.8699999999999997,134.79999999999998,213.36666666666667,90.96999999999998,0.03229553884578685,0.3333333333333333,0.032289925087536905,0.999478544410955,False,False,False,True
2023-01-07 09:00:00,2023-01-07 12:00:00,IIT Guwahati,26.1917953,91.6957223,21.62380073287947,21.59,9.253333333333334,7.54,129.53333333333333,184.1,62.306666666666665,0.028440097702686403,1.1166666666666667,0.028436263946957533,0.9995956076797952,False,False,False,True
2023-01-07 12:00:00,2023-01-07 15:00:00,IIT Guwahati,26.1917953,91.6957223,26.33433824886927,20.91333333333333,2.49,11.58,60.43333333333334,88.26666666666667,52.626666666666665,0.02674134789167586,1.4466666666666665,0.02673816088404457,0.999642471462942,False,False,False,True
2023-01-07 15:00:00,2023-01-07 18:00:00,IIT Guwahati,26.1917953,91.6957223,23.164111188585803,20.95,3.323333333333333,6.1933333333333325,30.8,71.66666666666667,66.30333333333333,0.037690313350209455,0.38333333333333336,0.03768139042717763,0.9992898042187134,False,False,False,True
